arena,arena_label,document_id,included,source_block,source_file,source_type
arxiv,arXiv (academic),arxiv_2015_1502.00047v1,1,,source\arxiv\2015\1502.00047v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.00060v2,1,,source\arxiv\2015\1502.00060v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.00062v1,1,,source\arxiv\2015\1502.00062v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.00130v1,1,,source\arxiv\2015\1502.00130v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.00152v2,1,,source\arxiv\2015\1502.00152v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.00245v1,1,,source\arxiv\2015\1502.00245v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.00725v1,1,,source\arxiv\2015\1502.00725v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.01075v2,1,,source\arxiv\2015\1502.01075v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.01321v1,1,,source\arxiv\2015\1502.01321v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.01497v1,1,,source\arxiv\2015\1502.01497v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.01514v1,1,,source\arxiv\2015\1502.01514v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.01852v1,1,,source\arxiv\2015\1502.01852v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.01972v1,1,,source\arxiv\2015\1502.01972v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.01997v2,1,,source\arxiv\2015\1502.01997v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.02029v1,1,,source\arxiv\2015\1502.02029v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.02193v1,1,,source\arxiv\2015\1502.02193v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.02298v2,1,,source\arxiv\2015\1502.02298v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.02414v3,1,,source\arxiv\2015\1502.02414v3.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.02417v1,1,,source\arxiv\2015\1502.02417v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.02454v3,1,,source\arxiv\2015\1502.02454v3.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.02467v1,1,,source\arxiv\2015\1502.02467v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.02493v2,1,,source\arxiv\2015\1502.02493v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.02535v4,1,,source\arxiv\2015\1502.02535v4.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.02537v1,1,,source\arxiv\2015\1502.02537v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.02606v2,1,,source\arxiv\2015\1502.02606v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.02641v3,1,,source\arxiv\2015\1502.02641v3.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.02643v1,1,,source\arxiv\2015\1502.02643v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.02761v1,1,,source\arxiv\2015\1502.02761v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.02799v1,1,,source\arxiv\2015\1502.02799v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.02840v1,1,,source\arxiv\2015\1502.02840v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.03248v2,1,,source\arxiv\2015\1502.03248v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.03322v1,1,,source\arxiv\2015\1502.03322v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.03402v2,1,,source\arxiv\2015\1502.03402v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.03473v7,1,,source\arxiv\2015\1502.03473v7.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.03536v1,1,,source\arxiv\2015\1502.03536v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.03552v1,1,,source\arxiv\2015\1502.03552v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.03556v1,1,,source\arxiv\2015\1502.03556v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.03683v6,1,,source\arxiv\2015\1502.03683v6.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.03796v1,1,,source\arxiv\2015\1502.03796v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.03890v1,1,,source\arxiv\2015\1502.03890v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.03919v2,1,,source\arxiv\2015\1502.03919v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.03945v2,1,,source\arxiv\2015\1502.03945v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.03986v3,1,,source\arxiv\2015\1502.03986v3.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.04013v1,1,,source\arxiv\2015\1502.04013v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.04049v1,1,,source\arxiv\2015\1502.04049v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.04120v1,1,,source\arxiv\2015\1502.04120v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.04149v4,1,,source\arxiv\2015\1502.04149v4.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.04221v1,1,,source\arxiv\2015\1502.04221v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.04266v1,1,,source\arxiv\2015\1502.04266v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.04495v1,1,,source\arxiv\2015\1502.04495v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.04593v1,1,,source\arxiv\2015\1502.04593v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.04622v1,1,,source\arxiv\2015\1502.04622v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.04665v7,1,,source\arxiv\2015\1502.04665v7.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.04780v1,1,,source\arxiv\2015\1502.04780v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.04791v1,1,,source\arxiv\2015\1502.04791v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.04956v2,1,,source\arxiv\2015\1502.04956v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.05021v1,1,,source\arxiv\2015\1502.05021v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.05040v2,1,,source\arxiv\2015\1502.05040v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.05313v2,1,,source\arxiv\2015\1502.05313v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.05443v2,1,,source\arxiv\2015\1502.05443v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.05450v1,1,,source\arxiv\2015\1502.05450v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.05562v1,1,,source\arxiv\2015\1502.05562v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.05615v1,1,,source\arxiv\2015\1502.05615v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.05696v3,1,,source\arxiv\2015\1502.05696v3.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.05698v10,1,,source\arxiv\2015\1502.05698v10.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.05774v2,1,,source\arxiv\2015\1502.05774v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.05838v1,1,,source\arxiv\2015\1502.05838v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.05844v1,1,,source\arxiv\2015\1502.05844v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.05864v1,1,,source\arxiv\2015\1502.05864v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.05888v3,1,,source\arxiv\2015\1502.05888v3.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.05974v1,1,,source\arxiv\2015\1502.05974v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.06025v1,1,,source\arxiv\2015\1502.06025v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.06030v1,1,,source\arxiv\2015\1502.06030v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.06124v1,1,,source\arxiv\2015\1502.06124v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.06132v1,1,,source\arxiv\2015\1502.06132v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.06512v1,1,,source\arxiv\2015\1502.06512v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.06626v1,1,,source\arxiv\2015\1502.06626v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.06657v1,1,,source\arxiv\2015\1502.06657v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.06818v1,1,,source\arxiv\2015\1502.06818v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.06956v1,1,,source\arxiv\2015\1502.06956v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.07019v1,1,,source\arxiv\2015\1502.07019v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.07314v3,1,,source\arxiv\2015\1502.07314v3.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.07428v2,1,,source\arxiv\2015\1502.07428v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.07571v2,1,,source\arxiv\2015\1502.07571v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.07628v1,1,,source\arxiv\2015\1502.07628v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.08029v5,1,,source\arxiv\2015\1502.08029v5.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1502.08039v1,1,,source\arxiv\2015\1502.08039v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.00022v1,1,,source\arxiv\2015\1503.00022v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.00036v2,1,,source\arxiv\2015\1503.00036v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.00038v1,1,,source\arxiv\2015\1503.00038v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.00075v3,1,,source\arxiv\2015\1503.00075v3.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.00082v1,1,,source\arxiv\2015\1503.00082v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.00185v5,1,,source\arxiv\2015\1503.00185v5.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.00237v1,1,,source\arxiv\2015\1503.00237v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.00244v1,1,,source\arxiv\2015\1503.00244v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.00245v1,1,,source\arxiv\2015\1503.00245v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.00463v1,1,,source\arxiv\2015\1503.00463v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.00680v1,1,,source\arxiv\2015\1503.00680v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.00806v1,1,,source\arxiv\2015\1503.00806v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.00841v1,1,,source\arxiv\2015\1503.00841v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.00899v1,1,,source\arxiv\2015\1503.00899v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.00980v1,1,,source\arxiv\2015\1503.00980v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.01007v4,1,,source\arxiv\2015\1503.01007v4.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.01051v1,1,,source\arxiv\2015\1503.01051v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.01070v1,1,,source\arxiv\2015\1503.01070v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.01158v2,1,,source\arxiv\2015\1503.01158v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.01288v1,1,,source\arxiv\2015\1503.01288v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.01299v1,1,,source\arxiv\2015\1503.01299v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.01327v2,1,,source\arxiv\2015\1503.01327v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.01334v4,1,,source\arxiv\2015\1503.01334v4.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.01418v1,1,,source\arxiv\2015\1503.01418v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.01444v2,1,,source\arxiv\2015\1503.01444v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.01446v1,1,,source\arxiv\2015\1503.01446v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.01488v1,1,,source\arxiv\2015\1503.01488v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.01521v3,1,,source\arxiv\2015\1503.01521v3.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.01603v1,1,,source\arxiv\2015\1503.01603v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.01707v2,1,,source\arxiv\2015\1503.01707v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.01820v1,1,,source\arxiv\2015\1503.01820v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.01910v1,1,,source\arxiv\2015\1503.01910v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.01967v2,1,,source\arxiv\2015\1503.01967v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.02009v1,1,,source\arxiv\2015\1503.02009v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.02128v2,1,,source\arxiv\2015\1503.02128v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.02129v3,1,,source\arxiv\2015\1503.02129v3.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.02364v2,1,,source\arxiv\2015\1503.02364v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.02376v1,1,,source\arxiv\2015\1503.02376v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.02404v1,1,,source\arxiv\2015\1503.02404v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.02510v2,1,,source\arxiv\2015\1503.02510v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.02521v4,1,,source\arxiv\2015\1503.02521v4.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.02578v2,1,,source\arxiv\2015\1503.02578v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.02626v1,1,,source\arxiv\2015\1503.02626v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.02768v2,1,,source\arxiv\2015\1503.02768v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.02834v1,1,,source\arxiv\2015\1503.02834v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.02917v1,1,,source\arxiv\2015\1503.02917v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.02994v1,1,,source\arxiv\2015\1503.02994v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.03211v1,1,,source\arxiv\2015\1503.03211v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.03270v1,1,,source\arxiv\2015\1503.03270v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.03408v1,1,,source\arxiv\2015\1503.03408v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.03467v5,1,,source\arxiv\2015\1503.03467v5.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.03506v1,1,,source\arxiv\2015\1503.03506v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.03639v1,1,,source\arxiv\2015\1503.03639v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.03701v4,1,,source\arxiv\2015\1503.03701v4.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.03787v1,1,,source\arxiv\2015\1503.03787v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.03964v1,1,,source\arxiv\2015\1503.03964v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.03974v3,1,,source\arxiv\2015\1503.03974v3.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.04135v1,1,,source\arxiv\2015\1503.04135v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.04187v1,1,,source\arxiv\2015\1503.04187v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.04193v2,1,,source\arxiv\2015\1503.04193v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.04220v1,1,,source\arxiv\2015\1503.04220v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.04222v1,1,,source\arxiv\2015\1503.04222v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.04260v1,1,,source\arxiv\2015\1503.04260v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.04333v5,1,,source\arxiv\2015\1503.04333v5.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.04576v1,1,,source\arxiv\2015\1503.04576v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.04699v2,1,,source\arxiv\2015\1503.04699v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.04864v1,1,,source\arxiv\2015\1503.04864v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.04941v1,1,,source\arxiv\2015\1503.04941v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.05055v1,1,,source\arxiv\2015\1503.05055v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.05113v1,1,,source\arxiv\2015\1503.05113v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.05140v2,1,,source\arxiv\2015\1503.05140v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.05296v1,1,,source\arxiv\2015\1503.05296v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.05479v2,1,,source\arxiv\2015\1503.05479v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.05501v1,1,,source\arxiv\2015\1503.05501v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.05508v1,1,,source\arxiv\2015\1503.05508v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.05530v1,1,,source\arxiv\2015\1503.05530v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.05631v1,1,,source\arxiv\2015\1503.05631v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.05667v1,1,,source\arxiv\2015\1503.05667v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.05947v1,1,,source\arxiv\2015\1503.05947v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.06087v2,1,,source\arxiv\2015\1503.06087v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.06201v1,1,,source\arxiv\2015\1503.06201v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.06239v1,1,,source\arxiv\2015\1503.06239v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.06302v1,1,,source\arxiv\2015\1503.06302v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.06316v1,1,,source\arxiv\2015\1503.06316v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.06350v1,1,,source\arxiv\2015\1503.06350v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.06483v1,1,,source\arxiv\2015\1503.06483v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.06485v2,1,,source\arxiv\2015\1503.06485v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.06572v1,1,,source\arxiv\2015\1503.06572v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.06644v1,1,,source\arxiv\2015\1503.06644v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.06813v2,1,,source\arxiv\2015\1503.06813v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.06902v1,1,,source\arxiv\2015\1503.06902v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.07159v1,1,,source\arxiv\2015\1503.07159v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.07206v2,1,,source\arxiv\2015\1503.07206v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.07220v2,1,,source\arxiv\2015\1503.07220v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.07284v1,1,,source\arxiv\2015\1503.07284v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.07294v1,1,,source\arxiv\2015\1503.07294v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.07341v1,1,,source\arxiv\2015\1503.07341v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.07469v1,1,,source\arxiv\2015\1503.07469v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.07587v1,1,,source\arxiv\2015\1503.07587v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.07609v1,1,,source\arxiv\2015\1503.07609v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.07717v2,1,,source\arxiv\2015\1503.07717v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.07777v1,1,,source\arxiv\2015\1503.07777v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.07845v1,1,,source\arxiv\2015\1503.07845v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.08141v1,1,,source\arxiv\2015\1503.08141v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.08155v1,1,,source\arxiv\2015\1503.08155v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.08167v2,1,,source\arxiv\2015\1503.08167v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.08203v2,1,,source\arxiv\2015\1503.08203v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.08275v1,1,,source\arxiv\2015\1503.08275v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.08289v3,1,,source\arxiv\2015\1503.08289v3.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.08321v2,1,,source\arxiv\2015\1503.08321v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.08345v2,1,,source\arxiv\2015\1503.08345v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.08363v1,1,,source\arxiv\2015\1503.08363v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.08381v4,1,,source\arxiv\2015\1503.08381v4.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.08445v1,1,,source\arxiv\2015\1503.08445v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.08683v2,1,,source\arxiv\2015\1503.08683v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.08992v1,1,,source\arxiv\2015\1503.08992v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.09105v14,1,,source\arxiv\2015\1503.09105v14.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1503.09137v2,1,,source\arxiv\2015\1503.09137v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.00110v1,1,,source\arxiv\2015\1504.00110v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.00136v1,1,,source\arxiv\2015\1504.00136v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.00522v1,1,,source\arxiv\2015\1504.00522v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.00854v1,1,,source\arxiv\2015\1504.00854v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.01004v2,1,,source\arxiv\2015\1504.01004v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.01046v2,1,,source\arxiv\2015\1504.01046v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.01173v1,1,,source\arxiv\2015\1504.01173v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.01639v2,1,,source\arxiv\2015\1504.01639v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.01684v1,1,,source\arxiv\2015\1504.01684v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.01783v1,1,,source\arxiv\2015\1504.01783v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.02025v1,1,,source\arxiv\2015\1504.02025v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.02027v1,1,,source\arxiv\2015\1504.02027v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.02034v1,1,,source\arxiv\2015\1504.02034v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.02059v1,1,,source\arxiv\2015\1504.02059v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.02141v5,1,,source\arxiv\2015\1504.02141v5.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.02150v1,1,,source\arxiv\2015\1504.02150v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.02247v2,1,,source\arxiv\2015\1504.02247v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.02255v1,1,,source\arxiv\2015\1504.02255v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.02281v1,1,,source\arxiv\2015\1504.02281v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.02358v1,1,,source\arxiv\2015\1504.02358v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.02680v3,1,,source\arxiv\2015\1504.02680v3.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.02875v2,1,,source\arxiv\2015\1504.02875v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.02878v1,1,,source\arxiv\2015\1504.02878v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.02882v1,1,,source\arxiv\2015\1504.02882v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.02930v1,1,,source\arxiv\2015\1504.02930v1.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.03071v2,1,,source\arxiv\2015\1504.03071v2.txt,arXiv paper
arxiv,arXiv (academic),arxiv_2015_1504.03194v2,1,,source\arxiv\2015\1504.03194v2.txt,arXiv paper
