arena,arena_label,temporality_mean,temporality_sd,ontology_mean,ontology_sd,seeds,common_targets
NYT,New York Times (public news),0.00014583050178070976,0.0,-0.09466891605894197,0.0008449660363421307,5,13
WSJ,Wall Street Journal (business news),0.0013411801731538012,0.0,-0.08377018930878302,0.0005945302218410781,5,13
arxiv,arXiv (academic),0.00029782305648432645,0.00041252940550560774,-0.07532832420769722,0.0023513048386512294,5,13
